"real_review","real_review_date","real_review_rating","real_user_id","real_user_name "
"I came here this morning for brunch.  Very professional staffs and excellent in service especially in terms of speed. Waiting period is 10 minutes or even less. I am genuinely happy my experience here.Buffalo Sweat Stout Sundae, Bacon Burger and Braised Beef Cheek Poutine.  Ahh! Indescribably delicious!","7/13/2016","4.0 star rating","0EjTKOm2eJAN9vTJUnereg","Paul B."
"Superb food, beverages and service. The space is a bit tight, so make a booking. The tuna jar was great and so were the quail eggs. Bag of chips with soft boiled egg was great also.","5/10/2016","4.0 star rating","Fnjtp-kY_-3__KbKQpr33Q","Toby L."
"Delicious food! Very yummyI went with a group of friends, we had a wonder time. Our seats were great and the atmosphere was very pleasant.However, i would recommend they increase the proportions. For instance we were a group of 4 we ordered around $200 worth of food and we still left hungry.The gnnochi was $17 and when the plate came it was so small like your feeding a baby we wanted to share the food but we were not even able to.The plate of scallops for $16 came with 2 scollops !!! i mean it was just to much. We played so much and received so little.We ordered like 7 different dishes , we had more plates then food.We said we would never come back just cause of the portions we received. hope they enhance on that","4/30/2016","4.0 star rating","KOL39M09GzS253HedPkF3Q","Hafida H."
"We love this restaurant and have never been disappointed with our meal. Great and interesting small/big plate food. The snacks are fun. Eggs and chips mixed together in a brown paper bag. Who knew? Or try the Deviled ham and eggs.Brussels sprouts and chorizo is a can't miss side. The main courses are wonderful from the burger to the chicken to the beef.Yes it's a bit loud and crowded but our service by Eddie is top notch and fun.","2/21/2016","4.0 star rating","I7MyuSRlon_M1oOv3oqylQ","Anthony H."
"Delicious! I went here because I have a gift card from an auction, wow this food is great! The burgers are huge! Loved the potato appetizer.","10/3/2015","4.0 star rating","-ZEeWnmZARXd84wWNtNO3Q","Olivia K."
"Everything was so vintage and rustic. Loved the decor and plating. Food was amazing as their customer service. Came here to visit my gf's parents and she suggested I try this place, was a bit hesitant but gave it a shot. and im sure glad i did","5/26/2015","4.0 star rating","cAn2QPU2edr2h4_RwRDqBA","Jose L."
"This place is amazing. All of the food we had was great. The Lobster Po Boy and the Sweetbread Popcorn were wonderful. The service was great and the drinks were original and strong.","2/17/2015","4.0 star rating","b5I2ezeJu6Au0fXlqGMR0A","Michael H."
"Almost worth the hype as the food was pretty good.  The potato chips with the eggs weren't anything special but the tuna starter was great.  The beef jerky started was the only thing that wasn't any good.  The pasta was amazing.  Even the asparagus with ham was good.The beer list was local which is nice and the waiter really knew his beers.Well worth going although the previous edition, Dragon Ranch,was better.","9/16/2014","4.0 star rating","vOVAoVGyI5ZnziVTJFIiwA","Christian S."
"so good!!!!","8/28/2014","4.0 star rating","Qx6mXfRLiA4j4TzxYSnFUQ","Meeta S."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"Highly recommend for brunch. Great Bloody Mary's and a unique menu. The Spanish omelette was delicious! The Serrano ham was perfect on it!","3/20/2017","5.0 star rating","0hla-wJnC4H2_QxbQb49aQ","Adrienne D."
"Expert mixologist with incredible cocktails with ice so clear you can see through the bottom of the glass!  Try to ""crisps"", Brussels sprouts and jerky. All were delicious.","2/20/2017","5.0 star rating","3fwyowbfbObZQ-aRQpiQSg","Mary N."
"We came here without a reservation, not realizing it was a Saturday night and Valentine's Day weekend. Naturally the place was packed. Thinking we wouldn't be able to get a seat, we were about to leave when we were greater by the new manager, Hat Guy. He said he would check on if any bar seats were opening up and insisted on getting us a drink while we waited. Hat Guy got us a seat within a couple of minutes and we had some yummy appetizers. Hat Guy was running around the place making sure everything was running smoothly but made time to keep checking on us. We'll definitely be back for dinner!","2/11/2017","5.0 star rating","AeyVPZ6DAwcgolReFquPug","Alice H."
"Food was eclectic and very good. Could not ask for nicer staff who went out of their way to make it a great experience.","1/21/2017","5.0 star rating","Y0GFswWtNkgwgWJCuA5RvA","Maureen W."
"All of the food was great, but the burger stole the show.  Definitely top 5 burgers in Chicago!","10/26/2016","5.0 star rating","7O9BXhgWPxL5zbTRfRGHrw","Lindsey D."
"What an experience!What is there not to love about this place. The food is fantastic, drinks are delicious, and the service is 5 star! They have half off carafes of wine on Tuesday which was a pleasant surprise. Make sure to try the mediterranean salad as it has grilled saganaki cheese. The only downfall is that the bathrooms are small and there is sometimes a wait. All in all I will be back for some more. Cant wait to check out the brunch menu soon!","7/23/2016","5.0 star rating","LMEX0RCXR42hHvAEEdQu4g","Nick S."
"This place never disappoints - can't go wrong with anything on their menu but I would in particular recommend the burger. Also a great cocktail selection and good service. It's usually pretty busy so a reservation is a good idea.","4/10/2016","5.0 star rating","Y929eqdcUeppaN0iSadCQA","Luke W."
"Sat at the chefs counter. Great experience with great food. Worst part of the table was seeing all the other food I wanted to eat.","3/3/2016","5.0 star rating","A03eDFfdTDyoqfjqoDrA8A","Jim D."
"Amazing food, service was fantastic!  Stopped to have lunch/brunch with girls friends, what a pleasant surprise. Chris was GREAT!   Extremely personable. Everything we tried was delicious. I will be going back soon. I'm already craving their burger.","10/19/2015","5.0 star rating","xZ1Ug2cCJaE4KetimEgA7A","Kim K."
"LOVED!","8/18/2015","5.0 star rating","aq4sLfFOAdmu7kf4a1zX2Q","Margaret A."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"Delicious. My wife and I were able to get a reservation on a busy Thursday night about half an hour before we showed up. We sat at bar seats in front of the chefs and enjoyed watching all the dishes come out. Cocktails are pricey but unique and not overdone. Outstanding burger cooked medium rare, one of the better ones I've had in Chicago recently. Lobster/foie/fried oyster poor boy is a tasty and well-spiced take on the traditional lobster roll. Finally, the deserts looked great but we were too stuffed to try at the end. Will definitely go back to enjoy one of the multiple other appetizing dishes on the menu. Oh, and service was great. They noted us watching all the dishes come out and when we commented on how tasty the smoked salmon deviled eggs looked, the chef pushed the eggs to us, on the house.","7/31/2015","5.0 star rating","I8fgZy1LJeySwBGkmU5iFg","PJ L."
"We stopped in a whim and had the best afternoon we have had in a long time.  We sat at the bar for a drink and the bartender recommended a fine whiskey drink and my wife had a craft beer.  We chatted up the staff and each other and just enjoyed the day.  I overheard the chef (A young guy named Eric Lopez ) chatting with some other people and I asked about the grits he was serving with the soft shell crab special.  He talked lovingly about the grits, but also cooking food in general.  Being a chef is a tough racket, but I really got the sense there is nothing he would rather be.  his creativity and pride just gushed onto the plate.    It was the simple the tastiest most complex thing I have eaten in a long time.It was pricey, but somethings are worth it.  Finding a gem like this in a big city is one of them","5/19/2015","5.0 star rating","fginmhwtwoiCuhKiiSAcbQ","Oscar R."
"The perfect date night spot! Bottlefork has the best service I have ever received at a restaurant. They were out of the dessert we had ordered so the manager came to our table, apologized and gave us a similar chocolate dish on the house. In addition, the food was impeccable! Definitely worth a trip back.","5/3/2015","5.0 star rating","kmcGlpKBfii3H6k95_Xt4w","Gabby M."
"Best meal I had in Chicago. The lobster po boy was the best meal of my life! Really fun and different. Went back for lunch and was just as good. Great burger! Enjoyed the atmosphere and fun cocktails(although quite pricey).","4/28/2015","5.0 star rating","05c4NhzArTzaBDa11RiKgg","Scott S."
"Bottlefork has delicious food (a seasonally-changing menu containing items like pork shank, octopus, scallops, smoked olives, house jerky) and cocktails done very well, each dish or drink having a small tweak to make it their own, notable version (e.g., potato chips coated with a poached egg - they're excellent). I've eaten here twice, and both were wonderful dinners. Beyond that, they also go out of their way to make sure you and your party have a great experience! I have an extremely severe dairy allergy and our server on the most-recent visit, Nick G., and the chef, Eric L., both took the time to talk to me about the menu before ordering, including what modifications could be made to various dishes. (As always, I made sure to call ahead and inform the staff of my allergy when making reservations.) Nick and Eric were each vigilant about making sure my food was not only tasty, but completely dairy-free. Their genuinely-caring approach made for a wonderful, allergy-free, and delicious dinner with friends and family. I will definitely be back!","4/27/2015","5.0 star rating","UfaYQUWjP8nLrdovYHNZ6g","Brandon L."
"Went for brunch; loved it!","4/25/2015","5.0 star rating","O54LmIbp-WiL4_9MHJ_OVg","Terry M."
"They make and sell the bread in not only several shapes but also several different animals (turtles, bears, seals, alligators, etc.). Downstairs there is a cafeteria style counter selling soups and sandwiches plus a bakery line selling bread other bakery items. We are definitely coming back before we leave Chicago, IL.","2/20/2015","5.0 star rating","6rOHtg8cR990imbmZspCjA","Thomas B."
"What a great place. From the first drink made by the bartenders to the dessert, I could not have been more pleased. The cocktails are well thought out (smoke of the day is always a good choice). Food is superb. Lobster rolls, the burger, pork belly, orecchiette pasta are all great entree choices. Great starters are Bag 'O Crips, deviled eggs, etc. Pretty much anything on the menu is tasty and will make you happy depending on what you want. Desserts are to die for and change daily. I would recommend this place to any local or visitor. You will have a great time with great service and even better food/drinks.","1/18/2015","5.0 star rating","ds1DGynJv4jQFvfCRuquiQ","Charlie L."
"Bartenders are fantastic. Food is incredible. Love it here.","12/13/2014","5.0 star rating","PajPkre7z9ssffIOxoMD7w","See S."
"Great food, but even better service. Nick is the best waiter I've had in years! You must get the cold brewed coffee, and the bacon burger will not disappoint!","12/6/2014","5.0 star rating","9xnQ6Xf-DhH4svjUGOPw1Q","Victoria C."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"Place is a total panty dropper. Managers, bartenders, staff, service, and food! All excellent!!!","11/20/2014","5.0 star rating","aAG8CzQUiTsmI9wnh0YA7Q","Virginia D."
"Went here on a sunday for brunch.  Great menu and and better drinks.  Three different bloody marys to choose from. Tried them all and all were awesome.  The slaughterhouse boody is the real deal.","7/21/2014","5.0 star rating","ATglDLP2Wc-Uic0mMA8aTw","Pedro G."
"Just go.  It's a foodie's dream experience.","5/13/2014","5.0 star rating","GKUuPbjpBRBzbpM9mBcTfA","Lauren S."
"For this place only being opened for three months, I am impressed. If they had any kinks, which I don't expect them too because it's rockitranch, then they clearly fixed them.I had a great expereince. The food was perfect, the ambiance was different and very interesting. I was pleaslanty surprised that they took the time for their decor and for service. Everyone was extremly friendly and more than accomdating. I had a few drinks here, and everything seemed to be very on point. If you are in the area, check this place out. I am hoping that it stays exactly the same. Great menu!","5/5/2014","5.0 star rating","bGUW3OTwUjdhh0_ixeLjUw","Michael T."
"If you want to experience great food from one of the best Chefs in the city you MUST go to Bottlefork! Great food and very reasonably priced. The food was very good, and there were many choices even for those on a restricted diet (I'm gluten free).  My husband had the bag of crisps with the egg, the mediterranean salad and fresh cavatelli pasta, while i had the chicken liver & foie gras Mousse and the smoked lamb ribs. We finished with the warm cheesecake and a ice cream sundae.My husband also had the Bill Brasky, which contains 7 different types of alcohol. He loved it. The ice cube in the drink was an art piece.    We would definitely go back to try other items on the menu!","4/14/2014","5.0 star rating","5KG5K38IQkiA7XAQrVnjSQ","Elaine K."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
"This review has been removed for violating our Terms of Service","4/20/2014","3.0 star rating","T36KHi6uBe0AGp-Doisomg","Hillary M."
"This review has been removed for violating our Terms of Service","4/2/2015","4.0 star rating","vnjaThJRlM1unFe_W2zXiA","Angelina N."
"This review has been removed for violating our Terms of Service","12/31/2014","4.0 star rating","R1Hkg3bl0jkuSjWH4KqdJg","David S."
"This review has been removed for violating our Terms of Service","4/6/2014","4.0 star rating","9OOxdsUptqLF4GcyiQ50sw","Kristin M."
"This review has been removed for violating our Terms of Service","3/18/2014","4.0 star rating","8HggnDfWYZafuIaZtiYWkw","Carol S."
"This review has been removed for violating our Terms of Service","1/15/2015","5.0 star rating","0Jlsw4aAV4iACsMCFLuzbw","Bobby Y."
"This review has been removed for violating our Terms of Service","12/31/2014","5.0 star rating","m89CVwMiTcyrvedtVZuIzQ","Catherine O."
"This review has been removed for violating our Terms of Service","3/19/2014","5.0 star rating","I7X5lFeqy5odQLeKXcHe4A","Carolyn L."
