"fake_review","fake_review_date","fake_review_rating","fake_user_id","fake_user_name "
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"great food and awesome atmosphere!","1/7/2015","4.0 star rating","9dzk0lrXtq5p4KSKJQUtpg","Martin B."
"We just happened upon this place and it was a great find. The food here is great and the service has been good every time we've been. I love their meat plates for the table. I think their drinks are priced a little high, so not the best place to just drink with friends. But the food is excellent.","7/19/2014","4.0 star rating","n9Vbcdbg98vRzGtaQ7Ukig","Jason B."
"Try the milk at this place it changed my mouth forever!   This food made my mouth have no oxygen !","11/10/2016","5.0 star rating","OKVQWU4vZMlsZJDLThkAxA","Chris L."
"Great food and friendly servers.  There was live music that night which made for a great dining experience.","7/13/2016","5.0 star rating","uOqe0opT_MThm8-aaiCxHw","Andrew J."
"good food. if you are looking for a dark and charming date spot, this could be for you!!!","5/31/2016","5.0 star rating","7QhjdfNni6xQgIopSgr19g","andrew k."
"This place was fantastic!! Our sever John was on point! The food was outstanding, I had the wedge salad and my husband ordered the Brussels salad, both were amazing! We split the meat trio which was cooked to perfection and the sauces to compliment were so good! Definitely go for the toffee pudding!! A must! Will defiantly be back!","11/25/2015","5.0 star rating","iKsAbTaejugxu1KHxeN9_w","Kelly G."
"Stopped in for a drink the other night after work.  The bar is unique with 2 great bartenders and good drinks.  Had an appetizer at the bar, which was delicious.  Will definitely go back there very soon.  Very convenient to work and home.  Remember going to Lawry's years ago.  This menu has some good choices.","11/4/2015","5.0 star rating","BrfcMzs6D74zPd1Wf5-ekw","Kathy M."
"The ambience of this restaurant is great, relaxed, and casual, and while they were busy, they weren't overly crowded and it was still pretty quiet for close conversation. The prime rib sandwich was amazing! So tender, the bread was warm and fresh, the au jus was perfect, and re horseradish wasn't overpowering and was just right! Definitely a must for lunch and/or dinner if you're in Chicago!","10/27/2015","5.0 star rating","XdeiaEtkn9tvdnnfwo5NPw","Nikki S."
"Starting with the food.  You can not go wrong with anything on their menu that's how good it is.  I suggest poutine and pastrami sandwich, and the meat board and cheese burger looked phenomenal.  For dessert we had the sundae and everything looked great.  My dad say the alcohol selection is top notch.           The services was great. We had a friendly waiter who knew the menu well.  The food was on our table in very little time.  Our waiter had a someone shadowing him and it worked out well.         The interior was nice the the floor was weaved black and white tile.  The keys on the wall where interesting and the stained  glass windows where beautiful.   The feeling of the place was warm, imagine in the cold of an Irish winter coming into a pub full of happy people (I am not saying it is a pub so don't let that analogy deter you).","9/1/2015","5.0 star rating","c-FlbDZu4IiYj1oLpsqRkA","Andy P."
"Absolutely fabulous. Our waiter, Joe was extremely knowledgeable about the menu and what to eat. I will come back again!! If you want the best meal ever, come hereand ask for our bro Joe.","8/28/2015","5.0 star rating","HkXs_adAerc05larUBBM6w","Elaine S."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"Great food and beer selection. Opportunity to try various Lawry's food at a more affordable price and in a more casual environment. Old school feel with a stunning spiral staircase that gives you the sense that you are in more than the typical gastropub. Meat boards let you sample some great food, poutine is not to be missed and the large format beer bottles will give you an enjoyable option or two, even for people who don't care for beer. I don't make it here as often as I'd like, but when I do I always leave satisfied.","5/21/2015","5.0 star rating","VYC7XM1VQ3SOkkik-8S63A","Dan M."
"I just flew into Chicago earlier today and was looking for a place to get some pub style food near my hotel.I found Sidedoor and decided to come try it out. Awesome beers, great foods. (We had the pastrami knife and fork sammy, pretzels, and crab cakes) Ordered 2 flights of premium beer. This place has a perfect combination of rustic atmosphere & awesome food/drink. GO THERE NOW!","12/29/2014","5.0 star rating","COym_2mxpufxt45AUx5f5A","Kevin M."
"wonderful place.Deserve five stars.Strongly Recommend Cauliflower,very unique flavor.","10/11/2014","5.0 star rating","A6ntF-QTQlrX_QW19_1UEQ","Chenxi Q."
"Eat here!!! Drink here!!! The food and service and excellent and the prices are extremely reasonable. Enjoy!","9/4/2014","5.0 star rating","jxeRSynZ23pGto92xvhHZg","Eric C."
"Fun menu with excellent flavor and friendly wait staff! Highly recommended!","8/17/2014","5.0 star rating","xbXrCxA4oHFftvq9GlyQFg","Christine G."
"Let me start out by stating that I do not normally write reviews for restaurants, unless the restaurant actually deserves a review. With that being said, SideDoor was absolutely amazing. I am from  NC and was in Chicago for business and just so happened to run across SideDoor and I am so glad I did! It was chilly out, imagine that, so I wanted a warm ambiance setting with great wine and food. SideDoor was the perfect place and I left with a huge smile on my face and a fully belly!Not only was the food delicious (the french dip is the best I've had to date) but the staff was also so friendly! My waiter, Kelly, was very nice and observant. The ambiance was perfect with the cozy lighting and almost had me feeling like I was in the french county(cooper hood, opened kitchen, could watch the cheese being sliced, etc)-it was perfect!I hope this restaurant is successful and I cannot wait to visit again!","2/26/2014","5.0 star rating","k7eka9VN8wmpeCHpJIY1yg","Blair B."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
"This review has been removed for violating our Terms of Service","2/19/2015","1.0 star rating","HWW9pUf_uoQtWz3GYQggGQ","Skeeter D."
"This review has been removed for violating our Terms of Service","11/8/2016","4.0 star rating","mqAgD7G8IsJqn_6SSC703Q","Amy W."
"This review has been removed for violating our Terms of Service","1/2/2015","4.0 star rating","T1hOFd0t9u_TbN3Mh4SbRw","Matthew P."
