"fake_review","fake_review_date","fake_review_rating","fake_user_id","fake_user_name "
"Well, well, well Mr Bayless although it was wonderful to see you...happily posing for pictures and looking well I have to say I was not impressed!My Fiance and I are regulars at Frontera Grill, the waiters know our names! So of course when I read about Xoco I was highly enthusiastic and eager to get there immediately! We visited Saturday, their first since opening. The line was not as long as we'd anticipated...two blocks I'd read in some earlier reviews! We were told the wait would be about 40 minutes by an employee. A diner leaving told us we'd be waiting an hour, she was right! What I didn't read in the reviews before going was that the line also snakes around inside which took a further 25 minutes!I decided on the Cubana tortas until a member of staff informed those behind us it's really spicy so I settled on the Xoco salad. My partner choose the Gunthorp Chicken and Ahogada tortas. I also choose the churros as I'd never tried them, the Almendrado drink and choc/hazlenut cookie. You place your order, pay, receive a table number then seat yourself. (Any pastries are also given to you at this point) I knew it was going to be small but seriously unless you get a table by the front entrance then you have to eat off a 10 inch width of wood...yeh..not comfortable!My hot drink was brought over by a server, I regularly drink Almond milk in milkshakes so was looking forward to a sweet, smooth, creamy hot chocolate. I took three sips and left the rest. (not like me AT ALL)It was thick, clumpy, bitter, not enjoyable at all! My salad arrived. The pickled red onions...horrible. Chicken...really fatty tasting, sinewy and all dark meat. I thought 'fine I'll push the meat to the side and eat the salad leaves,' I couldn't even enjoy that. There was so much lime dressing on there, my salad leaves were sodden and tasted far too tart. The beans, I managed to find were..well they were beans! Not enough tortilla threads on there either. The only thing I enjoyed was my cookie and water. As your lining up you watch them bring the pastries out of the oven. The cookie was delicious although not enough nuts, too many choc chunks! I tried Churros for the first time...blah blah nah! Grease dripped on my silk dress, along with the copious amount of sugar. I was expecting them to be slightly more doughier not rods of crispy fried fat..which is what they were!My partner enjoyed his Ahogada, you can choose how spicy you have this. The broth was very tasty and the pork was really nice. The pork seemed to be a hit with many others whilst we were there. He didn't enjoy his Gunthorp Chicken and also commented on the fatty taste of the free range chicken. He said there wasn't nearly enough meat on the sandwich. The Sourdough bread was hollowed out which meant there was plenty of room for filling...so where was it? For those that have a sensitive roof (mouth) this bread is not a good idea.Overall we were both really, really disappointed and left there feeling sad, hungry and upset because we felt that we'd wasted $50. After so much hype, we felt Xoco doesn't live up to all the starred reviews on here. Whilst we are more than happy to get our regular spot at Frontera we shall certainly be in no rush to return here!","9/14/2009","1.0 star rating","YFXmlBIRD-6pORjJmSY7LA","Cookie S."
"I was very disappointed with the food especially being backed by Rick Bayless.  Although he projects an image of knowing great Mexican cuisine, he definitely missed the boat.  I was under the impression, wow an authentic Mexican restaurant NOT.  I know he likes to put his own spin on things, but the food was not good. Very American. The restaurant was crowded, but there must be a method to the madness because the staff was able to direct customers dining in and ordering in what looked like total chaos.  So if you want American food and not-so-Mexican, this is the place for you.  Adios.","5/12/2016","2.0 star rating","XSqFKHbPtlAvlhjI8v6L7Q","Kim G."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"I previously gave a 5 star review to Xoco but having gone back a few times recently, they have gone way down hill. The food takes forever to come out of the kitchen even if you are just ordering a sandwich. I watched people come in, place orders, wait, and two actually left disgusted because of how long it took. The prices here have also skyrocketed. This is Mexican food. There are no expensive ingredients. $12.00 for a Mexican sandwich that is skinny at best on ingredients and leaves you hungry is pretty outrageous. If you go to any other Mexican place in Chicago, you'll pay $6.00 for a burrito with 2-3x the ingredients and be very full. You'll also get your food fast and with a smile, unlike at Xoco.Pretentious, over-priced, and delayed food that is pretty much the same you get anywhere else for Mexican food in Chicago but without the fancy descriptions on the menu.","12/14/2015Updatedreview","2.0 star rating","ZvZZ0LF7AS3CjyjlC1SVvA","Kelly B."
"Over-rated for vegetarian options. I have tried all the veggie options on the menu, not a fan of any. Will not be going again.","5/23/2015","2.0 star rating","XlIWnpbPkuhR2D9rG0wsbQ","NAmrata K."
"disappointing churros and hot chocolate","3/18/2015","2.0 star rating","VPKgVnqnaOqo-v9YfpjBEw","Bo L."
"Very Casual Place.  Not recommended for sit down.  Fast on the go Mexican place.","7/24/2014","2.0 star rating","S5q9xooyA6mljGD-hph6jQ","Graig B."
"This place gets a 2 star in my book.  I am not too happy with this place.  I don't get it.  Is it a restaurant?  Is it a dinner?  why do I have to eat standing here?  This is crazy!!!  Not Recommended!!!","7/20/2014","2.0 star rating","KQwpodv6zbTztegqMB_v7w","Lezlie G."
"Food was good but it took over 40 minutes to get our food. If you're going to have a walk up ordering system you can't make people wait that long. We had to take our food to go as soon as it was ready because it took way too long. Very disappointed in the organization of the restaurant.","7/2/2014","2.0 star rating","ZJarXNVhf88jynKzhAn-xw","Hillary L."
"I had the 3 meat platter: Sausage, Brisket, & Ribs.  The temperature af the food was lukewarm at best. When I was asked if I wanted anything else, I replied with a Coke refill please. Time passed, still no refill. So I just nursed the water. When I was just about done with the plate, the server asked me if I wanted anything else ? Well, yes I had asked for a refill, but never received it. So being 98% finished, I did not want it anymore.  So needless to say, I wished I'd would of went somewhere else.","6/16/2014","2.0 star rating","ZzP1EIyohyLA7oCta_3eNw","Lisa S."
"was so so service and tastenothing to get excited","12/17/2013","2.0 star rating","5r-a7QbTV3LIBYrEZRuJEA","Gregory W."
"I took a friend here for dinner last night and really had a nice time.  I have wanted to try this place since FOREVER but","12/10/2013","2.0 star rating","RbuSBYZcKYOp6j5s8eq9Og","Jesica B."
"I'm a HUGE Rick Bayless fan, but XOCO is one of the slowest, most frustrating eating experiences there is.  Slow lines, extremely slow food prep (15 minutes today for broth soup), and rude cashiers.  The food is delish but the experience so frustrating - much easier to go next door to Frontera's bar and get treated like royalty from one of the best bartender / servers in the biz.","11/7/2013","2.0 star rating","FC5UvL1ARe256IDcbcPdog","Lori C."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"Not impressed. After all the buzz I decided to try Xoco. Not only were there items in my dish that I did not order...but there was cardboard.","8/30/2013","2.0 star rating","FQfzdSPpG_XtjXtVkLOEig","Marisa P."
"Overpriced in my opinion and the portions are not that generous.","6/4/2013","2.0 star rating","FD7EI_8FgBJtR9SiLPQyeA","Ray S."
"I've tried this place twice and the sandwiches are not worth the price. It wouldn't even be worth it if it was half the price. I don't like overstuffed sandwiches but I'd like to at least have something in there so I don't feel like I just paid $13 for toasted bread with crema.  I've tried the pepito and the Wednesday pork belly special. Warning on the pork belly, the sauce is very spicy.","5/27/2013","2.0 star rating","6kYUMcKTf4V0C4fVHmof5w","Heather G."
"Very flavorful food. Went in the evening and the place was even more packed than expected. Priced about right. Would like to try it again when it's not busting at the seams so I can enjoy my food and experience a little more.","3/24/2013","2.0 star rating","oPNVW_2Rhotu0V1o802dtg","Aysa L."
"Finally tried Xoco since I heard some good things about it. After trying a seafood soup and a torta, my conclusion is the following. This is an overpriced less tasty version of the Mexican food I grew up loving. I mean you can go to numerous other Mexican joints in the city and get better food for half the price. But I guess you are paying more because its Rick Bayless. This guy is making a career off turning cheap unhealthy Mexican fast food into a high priced cuisine. I don't mean to be a hater but... c'mon man!!!!!","3/3/2013","2.0 star rating","KJs9fxEjMyTiy2Y8zgNdIA","Ernesto R."
"Bad Pozole.  Maybe the chef or kitchen had a bad day.  I've actually eaten their pozole before and I was pretty satisfied, but not this time.  I'm sure even Rick Bayless himself would have been displeased with the way his own dish tasted or was presented that day.  It's been a while since I had this dish and I've procrastinating to write this review, but what I remember the most about this dish was how salty it was and how the chicken pieces were presented.  I'll explain the chicken part.  Prior to this visit I've had the chicken pozole a few times and I remember the chicken being shredded and thus had a more appealing texture to it.  This time however, the chicken was very chewy and instead of shredded pieces, there were sliced cubes of chicken resembling those found in a can of Cambell's soup.  To be quite honest, it kind of grossed me out.  The presentation, texture, and saltiness of the plate was definitely not up to the standards of a place like this.  I didn't say anything to the manager because I rushed out due to another commitment, but I wished I had.  Will I return?  Maybe, but this time I may try something else.","4/11/2012","2.0 star rating","5tO4AonC4um9KqBbYtIx-Q","Jose D."
"Went there at lunch time on a Tuesday.  Paid $20 for a Pepito sandwich and a 12 ounce beer (bottle).  The wait was 15 minutes.  There is no take out,  you have to wait for a table.  At the table I was asked by the hostess if they could seat a stranger at our table of six.  We had 5 people so I said no.  She told the people waiting that I said no.  The sandwich was mediocre, it tasted like an Italian beef but it was mostly bread.  The bread was crunchy.  On the plus side, they asked my friend if she had a food allergy because she asked for no beans.  They made sure to accomodate her.  They also provide free sparkling water while you wait.","9/20/2011","2.0 star rating","LApf8x3JU7ZKXKlRUximXg","Brian B."
"Maybe I expected more. Decent sandwiches, but way too pricey for me.","9/16/2011","2.0 star rating","Sz2r8mgx-nBp9OFj-y6Q1Q","Michael H."
"OK... the food was good but nothing to go back for. I don't know why everybody gets excited for a sandwich finished off in the oven. My sandwich was over salted and the bread was so hard it cut my mouth. If Rick's name wasn't on this place with the exact same food it would go out of business. Really! Do you all like over paying for a sandwich you can easily make at home with a can of SPAM.........YEEEEEESSSSSSSS! Get real people.","1/24/2010","2.0 star rating","ZMLP9VwKqCFeHkbLh3r5JQ","giacomo l."
"I have to say that this place charges way to much for a sandwich/torta. I thought this was suppose to be like ""street food"". The torta I had was with pork, bacon and avocado and some over salty sauce which was all to salty, and the bread was 75% of the sandwich. REALLY! Its a simple sandwich and the brick oven is a gimmick. It would taste just the same in an oven or toaster oven. This place is for SUCKERS who fall for this rip off crap. Maybe some people feel better when they pay way too much, and therefore they think it tastes better. There is nothing special about this place. Its all a big HYPE! Do you believe in the hype? I sure hope not.","12/12/2009","2.0 star rating","K_JrX4Kf83lw4C3LF75zUw","Ryan S."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"Longest wait for food ever.  20 minutes to heat up an already made empanada?  The kitchen definitely needs some restructuring, as the two female cooks who handle the 4 hot items on the breakfast menu cannot handle reheating empanadas and bread pudding and constructing sandwiches.  I've worked in restaurants, I know that it can be hectic, but this is completely ridiculous.  The bad service is overshadowing the experience of the food.  I can't even imagine what it would be like to wait for lunch, and I probably will never go for lunch because of my negative experiences with breakfast.  It's disappointing to say the least.  I'm sure a lot of people were excited for this place to open; exactly what Chicago needs right now, but the service will definitely keep me from coming back.  The only employee that I've had a positive experience with is the cute pregnant girl at the register, she is a doll.","11/6/2009","2.0 star rating","oSr6TSV1R6ZSipVPP5YWfw","GIA T."
"I am a huge Rick Bayless fan, so it pains me to not give this place 5 stars.The overall dining experience was no fun.  You have to wait in line and you can't order until a table has been assigned to you.  Once you get a table assignment you order food, sit down, and wait for food delivery. It just seemed like a roundabout way of accomplishing the same task as a normal sit-down restaurant. Also, we did not have a private table -- my ""party of 2"" was joined by a ""party of 4"" at our six-seater table.  The food was decent, but the prices were high, especially considering the portion sizes.  The puny amount of salsa in the ""chips & salsa"" was so ridiculous that we laughed out loud.  Seriously, it was a total joke!  The chicken pozole soup was really good, but at $12 we felt it was overpriced.  The torta was just ok.We'll probably go back, but for a take-out lunch.  This place just wasn't what we were hoping for a Friday night out.","9/25/2009","2.0 star rating","ZMlmObrziPu-1fsYjiFn6Q","Meau S."
"Usually very busy and crowded. The place is small, so, if you are going for lunch, get ready to wait a bit. Some of their food was to salty for my taste. Pricing was fair. Nice margaritas.","4/20/2017","3.0 star rating","NdB02Apd9XP5aSUjAxj6lw","Fiona L."
"The black bean caldo was decent.","3/5/2017","3.0 star rating","kPd0qkRLWroIptSDwJ-a-A","D S."
"The churros are to die for but watch out for the strawberry margarita it is tough to put down.","6/1/2016","3.0 star rating","ejZaVyUuwb6DQ5hJ9sf_WQ","Carmine F."
"Seating is difficult. Long wait. Great churros","3/13/2016","3.0 star rating","Yye5WTpQFrppaup_c9j_1A","Laura M."
"Pretty Good. I got one of the soups and thought it was okay but not as flavorful as I wanted. Maybe that's just the style but when I go to other Mexican restaurants I find that they're more flavorful than what I had here. Also it was a but pricy for me. We got two soups, two desserts, and 2 drinks and chips and it was something like $60 before tip.","12/22/2015","3.0 star rating","Hk4Tv2o5F42YYuymzsbD2A","Frank S."
"Definitely not work the wait. Not really what I expected.","10/5/2015","3.0 star rating","cs51tu4r7jg_6sN8-bBgpg","Avery E."
"Not impressed but loved the lively atmosphere and nice staffs.","7/21/2015","3.0 star rating","rF7dlINqWtizTAIDKWT9BA","Dana J."
"Had a good Lunch.... Great Food!Margarita's are very expensive and you do not get much for your Money.Other than that, a good place for some good food.","6/17/2015","3.0 star rating","n3R6UhQOS5Boh1DVerOchw","Richard H."
"This review has been removed for violating our Terms of Service","9/21/2014","1.0 star rating","ePrFE0tnzk_0zJF6D-Dnrw","Tri A."
"This review has been removed for violating our Terms of Service","9/6/2014","1.0 star rating","K-4qXSrWpce-aQJ0oaMRFQ","Maria E."
"This review has been removed for violating our Terms of Service","8/29/2014","1.0 star rating","mA5OkOrNogeTW1E35go4cA","Sue T."
"This review has been removed for violating our Terms of Service","8/15/2014","1.0 star rating","dAGpGZAfA1jlSRi0FfPtwg","Annamarie G."
"This review has been removed for violating our Terms of Service","7/28/2014","1.0 star rating","03YPiMGvGDb0zJrWEgqIBQ","D J."
"This review has been removed for violating our Terms of Service","7/2/2014","1.0 star rating","VLp-x1HEAEW10s-gyJVSjg","D S."
"This review has been removed for violating our Terms of Service","6/9/2014","1.0 star rating","AhycHQ9AUz7QX0SFnN3pGg","Donna D."
"This review has been removed for violating our Terms of Service","4/7/2014","1.0 star rating","lVk9dnSwrvfE8eoxWSdNTg","Judy A."
"This review has been removed for violating our Terms of Service","3/1/2014","1.0 star rating","y9ZhY9dlLvQ9GPFcLD-ZUw","B B."
"This review has been removed for violating our Terms of Service","1/10/2014","1.0 star rating","Q3ztLxbuC7TBcNIe15KtgQ","Jan S."
"ok sandwiches","6/8/2015","3.0 star rating","ommbS4amf8HayorXiJQoiQ","C C."
"We ended up being a bit disappointed with this place. We were excited to try the bean to cup cocoa, but ended up being rather disappointed because its flavor was pretty bland. We tried both the Mexico City Thick and the Authentic and both were rather disappointing. The Carnitas Caldo, however, was delicious. It was a bit spicy, but a great way to warm up when it's cold outside in Chicago. The seating is table sharing, so when it's busy, you WILL be seated with strangers. (I know for some people, that's not their bag.) It's a bit disappointing that you don't get some complimentary chips at your table. I'm not sure if I'll go again the next time I'm in Chicago.","3/13/2015","3.0 star rating","pqVk8Uhlsk9juW63TAB1iA","Mel T."
