"real_review","real_review_date","real_review_rating","real_user_link","real_user_name"
"Do you ever wonder where James Bond went for a bite to eat?Oh sure, there were the glamorous casinos, beautiful cocktail bars, feasts at palatial palaces and even on the moon, but the man had to just want a burger from time to time. And if you're the world's greatest spy, you can't just walk into a Wendy's, right? You need a spy meal for a spy lifestyle.If he was in Chicago, I imagine he'd come to SafeHouse.Now, this is actually the second Safehouse. The first is an epic and well-loved establishment in Milwaukee, which has been open since 1966! But this newest, latest Chicago edition? It is awesome. If you ever wanted to pretend to be a spy, even for a meal, this is where you need to go. It's fun, it's kitschy, it's an excellent night out.THE ATMOSPHEREIt's hard to describe SafeHouse without ruining the surprises and fun inside, so only LIGHT SPOILERS from here on out. It won't give you the full experience, but (if you choose to accept it), you'll at least get a sense of what your mission will entaYou walk into the International Exports and find... a man at a desk. No bar, no staff, just a basic office. And he greets you warmly and wants to know what he can do for you.I'm not going to ruin the fun of the entrance from here, but you have to sweet talk your way into the secret entrance, which leads you down into the hideout.I LOVE this bar. I love the Dr. Strangelove-esq map above one bar and the gadgets and gizmos above the other. I love that it switches from 70's bachelor pad to underground submarine bunker just by turning the corner. I love there are lights flashing, sirens ringing and so many buttons to press.There's also a piece of the Berlin Wall on the wall, because of course there is.I even love the weird sense of humor this spot has, like the buttons on the panels, the ladie's shoes underneath a glass stall in the men's restroom or the battle cat on the shelf.THE SPY HUNTWhen you arrive, you're given a list of missions to accomplish around the restaurant. It's a spy-filled scavenger hunt!Now it was... OK. There's actually so much to see, touch and experience here, you do need something like this to point you in the right direction and make sure you don't miss anything. But what could have been a fantastic portion of the SafeHouse experience was lacking.Currently, many of these clues are either vague or misleading. For instance, the first one tells you to crawl into a hole, but it's actually a space in a wall 15 feet up that doesn't actually contain anything (and apparently, people are still trying to climb the shelves and crawl in there and staff have to stop them.)However, we were told that they're still revamping it and it will evolve over time. I'm sure when they figure it out and polish it up, it will be a mission worth taking.THE FOOD + DRINKSAh, what you actually came for.The food here is your classic mix of American eats: burgers, sandwiches, steaks, etc., all with rather amusing spy names.I got the Sr-71 Blackbird, which was a chicken sandwich that was bigger than my head!It was indeed damn delicious chicken, perfectly fried, although it was light on the sauce in the middle, especially for such a giant piece of chicken and probably could have used a little extra lettuce and tomatoes. Still, every bite was devoured, which was not easy because it really was a giant undertaking onto itself. I also upgraded from fries to onion rings, and dammit, they were perfectly fried with whole onions inside and so very good.We also got the Fried C4 Cheese Curds. Get the damn cheese curds! There's also a pretty delicious drink menu, because what's a great spy without a great drink in hand?Around the table, we tried The Spy-See, a tequila cocktail kicked up a notch with heat, the previously mentioned Sterling Archer, which was, ""A cocky concoction featuring Ketel One Vodka"", the Spy's Demise, a too-easy to drink take on the Long Island ice tea and The Cold War, a really, really, really sweet after-dinner drink Stoli Raspberry Vodka, espresso and white chocolate.We ended with the London is Falling bread pudding, which was sweet, hot and served in a tiny adorable frying pan. Although I will say, if we were going to come back, we would have done the Fat Bastard, which was a gigantic ice cream sundae complete with an epic sparkler. We saw it done for someone's birthday and it was a sight to be seen.OVERALLReady for a slew of Bond puns? Because they're firing right at you right now:This is for your eyes only. Those who have been to the Milwaukee branch and aren't sure about this new one, never say never again. You'll be over the moonraker when you accept your mission here. The space is at the goldfinger standard of fun, kitchy bars and it's hard to say Dr. No to anything on the menu. Yes, the world is not enough, but SafeHouse certainly is for certainly is for a fantastic night out.After all, you only live twice. Make the most of it, agent.","3/20/2017","5.0 star rating","https://www.yelp.com/user_details?userid=aKN3Fq2uaRJTwZRPlI5GcQ","Alex S."
"What a great time! Came here spur of the moment with some girlfriends and had a blast.One of my friends had the password, leaving the rest of us to navigate our way through the process. The drinks here are delicious and reasonably priced for Chicago. The food was also decent and it's great that you get dinner and entertainment for a fun night. The cheese curds were a bit salty for my taste, but the fries were so good. We saw other tables with elaborate desserts that looked amazing.We completed the list of tasks and had a great time. Don't want to say too much cause it may give away some of the intriguing parts. My friend said this location is much better than the Milwaukee original.","3/29/2017","5.0 star rating","https://www.yelp.com/user_details?userid=AK8q2vlPo2WvR-6WUEc2Sg","Karen B."
"Somebody cue ""Secret Agent Man"".... SafeHouse Chicago! One of my favorite spots in Milwaukee now in Chicago! So where to begin here... It's a safe house for spies. Call me Secret Agent Fran... Entrance is unmarked. Come on people, it a safe house for crying out loud. It's not really a safe house if everyone knows it a safe house. I'll give you a clue, use the address and look for 'International Exports Co'. Once you enter, we were greeted by a gentlemen with a thick Russian accent. I tried to slip what I had recalled was the password from a previous visit to the Milwaukee SafeHouse, however apparently it wasn't it. Had to perform a series of tests to prove worthiness. Once you gain admittance, a secret door lets opens to let you down a stairway where you and scanned for further ID verification. Pretty cool. Upon entering, cheers and clapping from the bar by other agents for a nice warm welcome as you realize you were being watched during your test. ""I thought this was a favorite spot Agent Fran, why the mediocre rating?"" Well, once we gained passage and got seated, we waited and waited and waited for our waiter to come. Maybe that's why they're called WAITers & WAITresses. Easily over 15 minutes waiting for someone to come to tend to us. In addition, water glasses were dirty and the bus boy gave me a little extra attitude when I had kindly asked for a new glass pointing out the lipstick around the rim of the glass. Also, to take the secret phone booth exit out of the safehouse like a true spy, it costs a $1. I thought it was a joke and ended up stuck in the phone booth for a minute. Good thing it takes credit card? That was kind of annoying and couldn't help but think 'tourist trap' in real life.Other than all those things that annoyed me, still a really cool and one of a kind bar. Surprisingly the food was amazing. I went with the MOAB aka Mother of All Bombs... err Burgers. Double patty, soft bun, egg, bacon, secret sauce... I couldn't help but think they sent spies to Au Cheval to do some recon. Yeah it was that good.There's a series of missions to accomplish if you choose to accept. I would definitely suggest at least strolling around to look around. Lots of hands on and interactive missions to perform and accomplish. Even some cool memorabilia and a chunk of the Berlin Wall!Anyways, this one easily could've been a 5 star rating. Poor table service and having to pay to exit just really irked me. I know it's only a dollar, but still after that service coughing up another dollar was the last thing I wanted to do. Anyways, 'til next time.74/365","3/15/2017","3.0 star rating","https://www.yelp.com/user_details?userid=lZx_XOuL5wACxaNtby4JEA","Francis R."
"I will focus on the food because I don't want to spoil all the surprises in store for you during your visit but this place offers a surprising interactive dining experience. The side entrance is thru a hotel and can be hard to find but I guess for a top secret location, it's all part of the experience. Ok, now the best part the food. Was expecting typical bar  food but surprisingly was surprised and the different twists they had on each traditional gastropub food item. For an appetizer to split amongst several people, I recommend the cheese fries layered on top with cheese curbs. Topped with a mushroom gravy  and a fried egg, these were probably one of the most amazing fries I have ever eaten. I'm the worlds most indecisive person, so I split everything with my partner in half to get to try two things. The chicken sandwich was done nicely with bacon strips and served with your choice of tater totes, Cole slaw, or fries. I ended up with the golden nugget cheese sandwich. Stacked thick and oozing with cheeses , it's actually how it should be made. Very pleased and the interactive experience was a nice surprise to the evening.","3/17/2017","4.0 star rating","https://www.yelp.com/user_details?userid=UL4gAHMbbmTg2_qKGvbNaA","Antonio M."
"The ""Russian"" who let us into the interrogation room was in character the whole time and made the beginning experience a lot of fun. The spy-themed decoration was on point, and even though it was a little awkward at first, it was really fun to loosen up and do silly things with a bunch of strangers. Once we gained access downstairs we were surprised by how big the space was! We settled at the bar in the front and were served by Agent Neptune. He was so attentive and friendly, and we had exceptional service at the bar. He passed us waters even when we didn't ask for them, and made a point to give us new silverware/napkins between food orders. Between the two of us, we ordered 3 drinks, onion rings, mac & cheese and poutine. We spent a little over $100. The drinks weren't the greatest-- but we ordered a bloody mary, an old fashioned... and one off the spy menu... Maybe the other ""spy"" drinks are better? The onion rings weren't anything special either, except that they came stacked on a wire airplane. The mac and cheese was very good, the chicken, broccoli and bacon added great flavor and texture to the macaroni. It was a tiny bit spicy, and I liked the kick to it. The poutine though... it literally took an hour to come out, and by the time it came out, we didn't really want to eat it anymore. More than an hour after waiting at the bar, I asked the hostess how much longer we would have to wait before getting a table-- I said this all non-accusingly! But she responded very rudely, saying we were put as no-shows since they texted us 3 times and we never responded. Turns out they put down the wrong name and phone # so they had been texting the wrong #. But they were still very short with me, saying they would seat us. I went back to the bar and the Poutine had finally come out by that time, so we just decided to finish it quickly and the bar and leave. I went back to tell the hostess we didn't need to be seated, and that they could give it to someone else. And she gave me the biggest fake smile/""ok thanks."" TLDR: Food and drinks are okay. Bartender was awesome. Hostesses sucked.","4/2/2017","3.0 star rating","https://www.yelp.com/user_details?userid=b60waH0oeBCzoZhiVX195g","Bomi K."
"Gave this place another shot and so glad I did.Shoutouts to agents Wonderful and TFunk for making this experience entirely different from my last. Honestly, request TFunk if you come here. Refreshing, unpretentious and attentive- all you could want in a server.This time around, we tried the poutine to start. Holy cheese curds! Fun fact: it's vegetarian. Mushroom gravy, and the perfect amount of cheesecurds shockingly without being heavy. So bomb.I asked Agent Wonderful what his favorite dish on the menu was- burger provocateur. Ordered it and they sure nailed it. Bacon jam. Need I say more?As it was a Friday during lent, my catholic dining partner opted for the fish tacos. Plot twist- they come with fries. My goodness. The aioli with the perfect amount of spice.Now- Im not someone who likes dessert, but when the agents insisted on the fat bastard...who was I to say no? And damn...talk about an ice cream Sunday on crack. The price tag is steep but it's worth every penny. Quantity and quality.","3/18/2017Updatedreview","5.0 star rating","https://www.yelp.com/user_details?userid=onY0SO_5Zl0IjO6R4-SVrQ","Jean L."
"The Safehouse in Milwaukee has been attracting Special Agents on the run for years, but I will focus this review on the Chicago branch of this clandestine organization known only as #Control.Once locating the unmarked entrance (Hint: there is a gas lit flame ensconced by the door), you ingress to a well appointed room manned by an eccentric operative of #Control. He is pleasant, but on guard, and wastes little time before asking you to whisper in his ear, the highly restricted #Password. Knowing the passphrase, as I did, allows immediate access to the lower levels of the structure, through a cleverly concealed #falsewall. Not having access to the appropriate passphrase will cost you time and a small amount of dignity, as you are made to perform simplistic acts of silliness to amuse the weary agent guarding the hidden entrance.Robotic voices confirm that you are passing through bodily scanners as you descend the bunker-like concrete steps to the entrance of the venue. As I passed through the entryway, I was greeted by applause from the patrons, all of whom are watching new entrants upstairs on a concealed closed circuit television. I believe my ovation was due to the fact that I knew the password and was allowed quick access to the underground layer... but it really could have been how good I looked in the tux I had worn from Lyric Opera's stellar presentation of Eugene Onegin earlier that evening. I really don't know. Upon settling into the bar, and acknowledging the compliments of my authentic wardrobe, I ordered a martini (stirred not shaken - sorry, Bond fans) and took in a full view of the place. The decor ranges from super ""techie"" modern to cold war era memorabilia. The constant theme being spy technology and well known historical figures of fact and mostly of fiction. There are authentic pieces from James Bond's Aston Martin, reconstituted control panels of Russian missile silos, and the famed illuminated Mercator map of the Western Hemisphere, where various locations have been red flagged by #Control. The drink list was solid, but then, I'm a martini man and had plenty of options. My date ordered a well balanced libation named for the femme fatale Vesper Lynd, a character in the Ian Fleming novel and 2006 cinematic adaptation, Casino Royale. Interesting fact for #Control: While the Vesper Lynd on your #clandestine menu is not a martini at all, the Vesper Martini was originally conceived by Fleming and became popular in the wake of the 1953 release of the Bond novel Casino Royal. The making of this concoction is what gave rise to the immortal words spoken by the ineffable spy ""shaken, not stirred.""This space will clearly benefit from more bodies than you will find hanging out at midnight on a Wednesday as I did. There is a dance floor (ample, though not huge) and quite a few tables that wind their way around corners and walls adorned with spy memorabilia and artifacts. Screens throughout the venue give real-time video on several sensitive installations. I've mentioned the feed from the ""front-room"" where the operative controls access to #Safehouse. There is also an externally mounted camera that I used to keep tabs on my spy car outside. Lastly, there's a feed from the Milwaukee, where #MsMoneyPenny stands vigilant against enemy operatives infiltrating the alternate secure location.Exfiltrating the venue is a fun experience unto itself. There is a phone booth in the back that can be made to reveal a secret exitway. This trick, however, costs a dollar (cash or credit accepted... of course...). Not only am I not a fan of spending money to leave, we couldn't actually exit because the door to the secret passage was was stuck. The #operative had to give it a swift kick. That said, there are impressive displays as you exit this way, and the passage leads to an ordinary hotel lobby that is not where you entered. That was pretty cool #Control. I look forward to returning with my clandestined cohorts late on a Saturday night to experience the full effect of #Controll's latest underground installment. Just don't tell them the #Password as I'd like to catch a glimpse of their foolery on closed circuit tv over a vodka martini.","3/10/2017","3.0 star rating","https://www.yelp.com/user_details?userid=K61wRZSMuo1dmyJGd5vVAQ","Chuck R."
"I had never been to the Milwaukee location, but I was instantly intrigued when I read the whole concept. I went with 3 other people during lunch time and all of us are in our 30's. With that said I think the place is suited for a younger crowd.Upon arrival it was funny when we didn't know the password so they made us do a hoola dance. Once inside our waiter was really nice, but it was so loud that I didn't really hear him when he was going over the game card thing.While we waited on our appetizer we were able to cross one item off the list. Once the food came though we didn't revisit the list again. lol. We just ate and talked. Now 5 stars for the food. I wasn't expecting the food to be as good as it was. Nachos were excellent! For my entree I went with the mission accomplish Burger and another winner. We finished lunch with bread pudding. Yum! When we left we we're reminded where we were cause we had a hard time getting out and one of the ""Agents"" had to clear us. I think if the place looked more realistic I would have gotten into character more, but how it's set up I would recommend for younger crowd. Make sure to go though cause the food is delicious! :)","3/6/2017","4.0 star rating","https://www.yelp.com/user_details?userid=_vbEQU_xD95RZ-7j93z9hA","Tavi J."
"We went to EscapeHouse on a groupon and due to a scheduling mix up, they gave us a $50 gift card to use here. It was so much fun getting into the place! I'll leave out details so you can enjoy it yourself :)Once inside though, Agent Sparrow took awesome care of us. We put in our order and then explored based on the list they gave us. They weren't clues and such like an escape room, it was more of find this cool part of the restaurant - now find this one. Once we got back to the table, Agent Sparrow gave us a table mission and we finished it in time so we got coupon for the next time we go back :) Now for the foooood. I got the poutine fries and I was really looking forward to the fried egg on top but it was over cooked so it wasn't the runny mess I was expecting. If ordering this, I'd ask the server to make sure that it's cooked to your preference, whatever that may be. Friends got the spy burger, wan lei salad, and the grilled cheese. They each liked their dish! Overall, the service is great, the concept is awesome, and the food is pretty good. That warrants 5 stars in my book :)","3/29/2017","5.0 star rating","https://www.yelp.com/user_details?userid=1nQgh9EsgAF-KpJ-hxIkfQ","Heena D."
"Your mission, if you choose to accept it, is to get to SafeHouse Chicago. ASAP. I have a feeling this is going to become one of the hot new bars in Chicago and I'm really happy I got to go before it starts getting really crowded. The first challenge is to find the bar, since the entrance is unmarked. To find it, keep an eye out for a red door. If you don't know the password to get in, be prepared to take part in a top-secret clearance test to make sure you're not a double agent. Just remember, someone is always watching...Once inside, you encounter an entire spy-themed restaurant/bar. Create your Agent name and you can complete with missions to complete that require you to get out of your seat and explore the incredibly interactive space. If you're sitting down for dinner, you may even have the chance to complete some secret table missions. I didn't realize they actually served food so, unfortunately, my group had already eaten and we regretted it as soon as we flipped through the surprisingly extensive menu. Even though we were full, we still ordered some of the cheese curds because they sounded amazing--and they were. The perfect amount of fried goodness.  Our drinks were good--I had the Espionage and it was deliciously sweet. They even brew their own beer in a collab with Motor Row! This definitely isn't a bar for introverts and, if getting into the theme isn't your thing, then you're going to have a rough time. I strongly suggest making sure you have a couple of hours to eat and explore everything. We didn't know there was so much to do and only allotted 45 minutes before our movie. We didn't have much time to complete any challenges and I'll be planning a return trip soon to complete the full mission!","3/4/2017","5.0 star rating","https://www.yelp.com/user_details?userid=8ul5jONkVI95S367DSj-Vw","Sara G."
"Went on Friday night which was the 2nd day after their grand opening.  It was a little difficult to find the correct entrance, so keep an eye out for the red door.  Luckily my friends are staying at The James Hotel so we just had to walk across the street to get there. You might have to wait in line because it takes a little bit of time for people to go through the ""interrogation process"". I won't say too much about that because you will have to experience that for yourself!!They were not serving food at that time, so next time when I get to try the food I'll update my review.Make sure to explore the place and try out all the best gadgets and puzzles. We wanted to try the photo potholes too but they said it was currently down.Definitely a very fun spy experience! Worth a visit!","3/4/2017","4.0 star rating","https://www.yelp.com/user_details?userid=ORFhyW8oSJbns8BTSOmNzw","Gabriel C."
"Ok I don't want to spoil any surprises but once you find this place and it's little tricky to find what an awesome experience that's all I'll say about that. Once you're inside the whole vibe is a underground secret ops location. They give you a sheet of paper for scavenger hunt that you can do while you wait for your food. I ordered chicken sandwich with bacon, tomato and side of coleslaw. The chicken sandwich and coleslaw was both very good. I forgot the appetizer we got but it was fries wish mushrooms and cheese curds and egg on top. It was AMAZING especially when you let the yolk from the egg leak on to the fries. Highly recommend trying that. The bar area was also cool place. Had magician  there. Exiting from this place also has a neat little surprise for you. Overall I've never experienced anything like this type of bar/restaurant very cool unique and fun place to go. Definitely recommend giving this place a try trust me you won't be disappointed!","3/17/2017","4.0 star rating","https://www.yelp.com/user_details?userid=n0YUqMs6zCWpQ9TjIskOjg","Jesse M."
