"fake_review","fake_review_date","fake_review_rating","fake_user_id","fake_user_name "
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"There is a reason why this place has so many reviews after opening only 2 months ago. Good food and good drinks. Great space, and a lot of great food.","4/22/2017","5.0 star rating","V7j6P2Cyu00VHL_PyPenfg","Aisosa O."
"Cue the swank James Bond theme music. This place is a diamond in the rough river north community. We stumbled upon their reviews and we had to try it. I think my girlfriend was invited to the soft opening as well.The pros: The décor is exquisite. It looks like a bomb shelter turned discotheque. The bartender or magician, was deep in bond character. I love his Fedora. Agent Xavier had my girlfriend and me chuckling at these camp tongue in cheek spy'linguistics. Plus he read our minds! And we're women not easy to do. He guessed the named of my first kiss and also guessed which drink I wanted. Way to go professor X, you madder our night. The White haired interrogator upstairs was amazing as well. We found out he wasn't even Australian! This man is hilarious once you find out it's all a put onThe multiple hats this crew wears is insane. I hope they're getting paid well. I think the staff is the BEST part of this brand.We tried a bacon onion burger and the cheese curds on Xavier's suggestion, he pushed them. So glad he did. They both were delicious! The cons: It's really hard to find. Maybe by design, to get the word of mouth on the streets? But have something a logo on the door or something. We arrived at 9 and wished there weren't children. I kept thinking we went to Chucky cheese. The whole restaurant is great and swank and then you have kids being obnoxious as we were trying to order. They run around climbing on the bar and pulling on the exhibits we were exploring. The SafeHouse seriously needs to cut them off at 7. They kept annoying the bartender to shows then more magic. That leads to my other complaint. There server/bartender was great! We just wish he had more time to show us magic. I guess he also was making drinks for the server's? Why waste the talent? We would have stayed longer and drank more if he didn't have to stop to make server drinks and babysit unattended children. The pricing is fair on the drinks however, every specialty drink has a sweet citrus to it. I would stay away from the specialty drinks and just stick to a martini. The drinks are great for southern California but not in a basement under a trader Joe's. Plus none of the drinks utilized fresh ingredients! They need more fresh fruit infused vodka or cucumber. Anything to liven this place up! One more issue, no ambiance music. I would love to hear swank bond music in the background or something that has lyrics. Everything was droned electronic trance music. Not good for conversations with friends. Who are you marketing to? Kids and broke ravers or 30 something's who wish to relax?","4/21/2017","5.0 star rating","Ij2Nr8RD_UYW7G5_iTuV6A","Alexandra N."
"The Safehouse is something different in the city. The interactive spy theme allows adults and children to enjoy themselves while eating delicious food.","4/14/2017","5.0 star rating","r31LwnAA0YWojrG09rOTrQ","Nick B."
"Wow this is the cool bar I've been to!! This is a must visit place when you are in Chicago!","4/9/2017","5.0 star rating","dpU_WirfDeH11OA7U6Kbig","Jimmy H."
"Good spot with fun and unique atmosphere. With exceptional burgers and drinks, you are sure to have a great time at the SafeHouse Chicago. I can't wait for my next trip and bring even more people with me.","4/6/2017","5.0 star rating","_yWrNr1UZKc5lpac0n_Srg","Seth B."
"""Wizard and Curly"" (agent names) were amazing the Mission impossible burger tastes gr8!!! And i recommend the code beer. Great service worth everything","4/3/2017","5.0 star rating","ag8vhVB44meMqbS6OnVJrQ","Ernesto E."
"This place is fantastic!! From everything to the initiation to the decor, there's always something to look at and be entertained by (maybe take a first date here, in case conversation gets boring!) and ask for Raja! Seriously felt more like a best friend than a bartender. Can't wait to come back!","3/31/2017","5.0 star rating","F3O1wBjwwbb5c-tH8M5v0Q","Laura B."
"Had a blast here tonight...once I finally got in! Agent Raja seriously knows how to treat his fellow agents to a great time. Try the cheese curds.","3/31/2017","5.0 star rating","qyV3iBBpmX_WpxGO_CtjfQ","Bethany S."
"This place is BEYOND AWESOME !! Anyone who gives this place a bad review is stuck up and has no imagination. Definitely know what their walking into. The GM is a great guy our bartender was amazing and this place is a great place to go explore! LOVE IT ! I'll definitely be back ! Especially for the punch bowl!","3/28/2017","5.0 star rating","R2IOwbvH7HIEtsSPYmfeow","Cynthia M."
"Went last night as a few of my fellow agents and I were in town briefly after a successful mission in St.Louis. I have been to many a Safe House in my day, and I must say that The Curators at this amply size location have outdone themselves. Plenty of useful equipment both new and old surrounds the environment. And while the music was not suited to myself and my agents - the overall environment was top notch. Our server, whose agent name I can not recall immediately, did an excellent job. Food was delivered quickly and on-time. We were often not seated at our table and she would always alert us to the arrival of our order - excellent service. Xavier, our slight of hand bartender did great as well - we enjoyed his underspoken humor throughout his performance. Lastly, special mention goes to Agent Max Power. I have seen the best and worst in the spy world, and his greeting was second to none.If you havent been to the Chicago International Exports location, you are missing out. Plus, it will become your favorite place to bring your weary out of state cohorts. Just go. You won't regret it.","3/27/2017","5.0 star rating","W7_uYbDWZSzc8BwePBoixw","Stephen K."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"One of my favorite spots in Chicago for sure. magician Scott Xavier was genuinely astounding. Don't miss!","3/26/2017","5.0 star rating","GqckC76LD73ilkelVsiZDg","Dan G."
"SafeHouse was such a fun experience! The food was delicious and I loved the magician. Our server, Agent Pandora, stayed in character the whole time and was very helpful throughout the night. Agent Valkyrie was great as well! She helped us with our missions around the restaurant and at the table.","3/26/2017","5.0 star rating","mPXbjZl9Mm6WhfHpuqbqPg","Sean B."
"Xavier is amazing!  Very talented magician who will blow your mind with several tricks two feet away from you.  Also food is good and vodka is cold.","3/24/2017","5.0 star rating","XYwkLRk4fWisz0euHa7yFQ","Ben G."
"Awesome experience if you've got a little time on your hand! Great staff and service!Everyone stays in character which makes the experience all the more fun. I had a great experience thanks to our server Agent Scissorhands and the incredible magician, Agent Xavier! Highly recommend!","3/20/2017","5.0 star rating","YV-Gq0vn3aGh1XnspYWM0g","Daltyn K."
"This is a great place to go to for something fun and different during your dining experience. With missions, surprises, and excellent service Safehouse is easily one of the coolest places I've been to. Agent Xavier made my night better with his amazing magic tricks! Two thumbs up!!","3/20/2017","5.0 star rating","9RTaupAWM1Xv2SJteyLwiQ","Camille B."
"They have taken the Safehouse make them and mixed in much needed 21st century life into in. There are interactive done activity screens, temptation tests, a guy who interrogates you at the door to see if you're a worthy agent, a satellite, and even an escape tunnel that was really well designed. I won't ruin the secrets for you but instead will focus on the experience. I ordered the Provacatuer after our bartender recommended it. It was a hearty amount of ground beef with a bacon jam on top. I can only imagine how many calories, but hey it's spring break. I wish u could have mashed potatoes or taster tourse with the burger but the fries are OK. Or bartender Xavier was a blast! Not only did he makes us delicious spies demise, their version of the Mai tai, he is also a magician. And he's really amazing. He kept an audience of 15 mesmerized with las Vegas style magic! Then he gave us a small tour. This is why the SafeHouse stands out, they treat you like a guest in their home. This is definitely a fun addition to the Chicago experience!","3/20/2017","5.0 star rating","VblV7J8rtbqDtzPQoa45rQ","James S."
"Every time I have stepped foot in the SafeHouse I have been blown away at every turn. Fantastic food, delicious specialty cocktails, and exemplary service. Last night was my birthday, so I decided to stop into the SafeHouse for drinks with my sister, and we were taken care of very well. Agent Raja was our bartender, and he gave us the perfect mix of fast, friendly and fun service, talking to us like we were secret agents and mixing our drinks like a pro. They were delicious!Because it was my birthday, Agent Raja recommended the Fat Bastard desert. Giant mounds of ice cream, two huge brownies, and lots of whip cream. The desert lived up to its name; it was so huge my sister and I could not finish it with our other friend's help! And of course, very tasty. It was a fantastic experience from start to finish and I thoroughly recommend this place to anyone looking to have a fun night out and escape their boring life for an evening to become a secret agent relaxing while in Chicago on a mission. I will be back!","3/19/2017","5.0 star rating","EdOexP3FQxFRxEBnMnwuKw","Andy S."
"Loved this place especially Agent Raja and Agent Cosmic Thunder!!!  Go to the back bar--there is a fabulous magician who will for sure amaze!","3/16/2017","5.0 star rating","HWH-EKiwd2k7yNsBrYuyIg","Melsisa R."
"Made a few trips to the Milwaukee location and thought it was an awesome place to visit. Found out they were making one in Chicago and absolutely had to give it a try. Awesome place to go. The decor is one of a kind, and the magician is pretty awesome. Definitely be trying the food next time I go.","3/15/2017","5.0 star rating","DAttWOqQM69XFh7Llt05IA","Nick F."
"This place was great! However, I have to give a special shout out to Chuck, who made our experience so much better. Thank you for the wonderful time and service!","3/15/2017","5.0 star rating","A6HEEjdRty0APky6yC8gag","Andrew R."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"My friends and I had an AMAZING time at Safehouse. We had heard about the Milwaukee one and wanted to see if the new location lived up to the hype - we were not disappointed.We were met at the door by ""Agents"" Twist and Max Power -  They both were coy with us about how we got there and what we were doing. Max probed us with many hilarious questions while Twist sized us up.  We eventually had to prove our worth through a test that luckily we passed!  Our hosts then gave us entry permission and we got to see the Safehouse!The decor is phenomenal - a bunch of work was obviously put into the surroundings and it reminded me of MI6 headquarters.  There were gadgets and hidden cams everywhere!  We eventually sat down for our food and drink and I was equally as impressed.  The Rueben was to die for and the taste of the Mission Impossible burger was decadent.  There were so many other great sounding dishes on the menu - I can't wait to try more!Two tips as a new ""veteran"" spy:  Be on your toes when you go to the bathroom, and make sure you've stretched before you leave the restaraunt!!!","3/14/2017","5.0 star rating","fYBebCzBVJ_PKYcSqakULA","Dave G."
"This place is SO COOL!!  Our flight was delayed and we decided to try to find and it and it did not disappoint!  You must go, this has been our favorite stop of the trip.  So unique, food is wonderful, service is great.  Just wish we had allotted for more time to complete more of the missions.","3/13/2017","5.0 star rating","Ueihi72olxWGNv8ZzqIkMw","Danny L."
"After over 30 years of escaping the routine with a trip to Wisconsin, I had high hopes I could someday find refuge in Chicago.  I was not disappointed.  The food and service was outstanding with ever flowing libations.","3/13/2017","5.0 star rating","lGxpf9UaCzQ_UXjsvIzN_Q","Michael N."
"Very fun experience. The work hard to make everything about the experience special and the food was quite tasty, too.","3/11/2017","5.0 star rating","G6QaA8O1iipA5rtyz37efw","Sharon G."
"This is my new favorite restaurant and bar scene. There's a great bar, waitstaff and nostalgic spy features ie get smart and dome of silence. Bar decorated with World background. Lots of nooks and crannies to explore and the great escape. The photo booth is a great idea too.","3/1/2017","5.0 star rating","iH0KH2DVZxR9n733xzCGMA","Ms L."
"A great ""Spy Themed"" restaurant that is sure to please! Armed with ""agent names"" and a willingness to open up and have fun, our party of 4 adults all enjoyed the ""James Bond"" atmosphere. It looked like the families with children were having a great time - and we could all see this as a good spot to bring out-of-town guests for a fun experience. Our ""agent"" waitress stayed in character, and brought us a game to play as we waited for our dinner. The cheese curds were tasty and everyone enjoyed their burgers. There was a lot going on, but it was still easy to hear each other and enjoy conversation.","2/21/2017","5.0 star rating","FMxmMM8jJ_I9OXKvCfj1WQ","Mary D."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
"This review has been removed for violating our Terms of Service","4/19/2017","4.0 star rating","AXwR6NB7EtA1BscGFV6BOg","Henry S."
"This review has been removed for violating our Terms of Service","3/28/2017","5.0 star rating","Qe7qRKrcvql8JX2cguLR9g","Chetara N."
