"real_review","real_review_date","real_review_rating","real_user_link","real_user_name"
"This place was alright - def NOT as awsome as the other reviews make it seem. Menu is very, very limited.  Tried all the different types of tacos and they had somewhat of a creative spin on them I suppose and tasted not bad for the most part.  The shrimp cevice appetizer was nothing special - in fact, I've had it much better elsewhere.  Also tried the drinks here and they were just horrendous - literally tasted like cough syrup.  Ambiance is pretty lively and makes it stand apart from some of the other oh so many Mexican restaurants in the area.  But overall, the experience just wasn't memorable enough to warrant coming back a second time.  Tacos that are just not bad doesn't exactly do it for me.","4/24/2017","3.0 star rating","https://www.yelp.com/user_details?userid=vjuhmYB0ETOUsqp2LAb3sQ","John H."
"I work & live in the neighborhood. I came in (solo) this past Tuesday. What a delightful experience. The Chef is as passionate as one could hope & the service was top notch. Get the Lamb albondigas! Well, get everything. So very excited to have this gem here. Cheers to the future! Can't wait to return.","3/23/2017","5.0 star rating","https://www.yelp.com/user_details?userid=AZletzhV0kLXoJRRHmF7jg","Daniel D."
"This place has so much potential but they have to fix the front of the house. We made reservations yesterday and the host told us our table was almost ready. He went on to sit two parties that walked in well after us. I don't think he would have sat us even after that had I not approached him. I checked my phone to find out he had actually cancelled our online reservation rather than accept it. I would have let it go had he acknowledged the mistake. Instead he blew me off and said its busy and he was trying. With this type of attitude, the food will not make up for it. I saw catalpa fail in this location partly due to service issues. I would hate to see this one fail as well because of the same problem.","4/23/2017","2.0 star rating","https://www.yelp.com/user_details?userid=Ya4ERBh_uLuMY8lp7SyyYQ","M B."
"Amazing! Just stopped in and happened to get there about 15 minutes before close. Didn't realize they opened less than a week ago! Staff is super friendly,  vibe is cool, and food is great! I got the guac and two tacos- cuchos polio and campechano-definitely would get it all again!Head chef is a woman!  happy to have this cool taco joint in the hood!","3/18/2017","5.0 star rating","https://www.yelp.com/user_details?userid=3W1Lc_iwb4AdGQXHI0xpwg","Petroula A."
"Mi Tocaya is on par with the best Mexican in the city. Food, drinks, staff and ambiance were all exceptional...Chef Diana and her team have really put together a phenomenal culinary experience. The Lengua and peanut butter sauce is a must try and the Nopalitos w/ fried cheese curds is a midwestern/Mexican fusion delight...will be back again soon to try the rest of the menu!","4/9/2017","5.0 star rating","https://www.yelp.com/user_details?userid=JuoBh_sM4XsMZlLoqRqStQ","Sean W."
"Came here last Friday night. Place is ""cozy"" probably seats 20-30 people inside but they have a patio for the summer. Only complaint about the atmosphere is it was fairly loud with the music on. Our waiter was super informative and did an excellent job explaining the dishes. However he was busy and had forgotten he already went through the menu with us when we were about to order. We tried the Chips and Salsa and Carne Cruda for apps. Chips were super tasty - homemade! Carne Cruda had good flavor but not sure I would order it again for the small amount of meat in the dish and portion size. My husband and I both ordered margaritas. He had the blanco and I have the mezcal. Both were tasty. Now for the main event.. TACOS- I have to say these were some of the best tacos I have had. I had the Al Pastor and Campencho. Campencho was AMAZING! Al Pastor was also delicious but on the spicy side. My mother had the Chucho's Pollo and was raving about it all weekend! Overall, great food!","4/14/2017","4.0 star rating","https://www.yelp.com/user_details?userid=cWp4QXkYTs5PW-eJq6Ux9w","Jenna R."
"Great neighborhood spot. The staff is very caring and the food is yummy. Fun spot to check out. Prices are reasonable and the menu is well curated and creative. Staff was a bit off but they comped us a round of drinks and dessert. Looking forward to our next visit!!","4/10/2017","4.0 star rating","https://www.yelp.com/user_details?userid=LI4iOS_2syipcn0LJur-EA","Amy S."
"Came in today for the first time really excited about trying out the tacos but was definitely dissapointed about the kind of the tortilla they were made in.I'm pretty sure that the tacos are made with el milagro tortillas which are pretty much flavorless and I also got them cold:( I grew up in Mexico with handmade tortillas and now most restaurants in Chicago make tacos with handmade tortillas or a better quality tortilla. I hope that they change that because the meats in the tacos are amazing!","3/25/2017","3.0 star rating","https://www.yelp.com/user_details?userid=7XTPdHmeoOgry3vVmHa-yw","Marisol E."
"Great to have another amazing Logan restaurant in the neighborhood. Wait staff was incredibly friendly and clearly excited about their new restaurant. The dinner menu is mostly tapas style and tacos with a well rounded cocktail menu. Looking forward to when the weather warms up and the outdoor patio is open!","4/2/2017","5.0 star rating","https://www.yelp.com/user_details?userid=mEpzh0g6KNErcBvK-bZLpQ","Tessa B."
"Very nice new neighborhood place. Best Pastor tacos we have had in Logan. walked into a packed house and offered 2 seats at the bar. Bartender was taking care of beverages for entire restrauant and still was able to give us good service. Food came fast and hot, thought it was just a bit pricey for what you get but will still go back. Good food, great service nice vibe.","4/1/2017","4.0 star rating","https://www.yelp.com/user_details?userid=VzSfzWrnZX_iP96qYTkSiA","Scott G."
"Mi Tocaya is amazing! First, let me emphasize that service at this restaurant is unbelievable. So welcoming and attentive. Top notch. Ok, now the food. Ahh the food. Chef Diana has taken Mexican cuisine to a new level of yum. Start with one of their amazing custom cocktails and then let the menu guide you. We started with Guacamole , Salsa and chips. The guac will change your life.  My wife had the beer can chicken taco, and cheese curds.. Quote from her"" umm wow"", I had the mussels to start. GET THEM you will thank yourself and the people who will inevitably have to share them with you because the portion is huge will thank you.  I had the Peanut butter and lengua as well. Just a  great plate period.  We ended the evening with a very traditional tres leches cake. Perfect end to a wonderful evening. Can't wait for the patio to open. This place is a neighborhood gem. Bravo","3/25/2017","5.0 star rating","https://www.yelp.com/user_details?userid=AQh8vUU9TQus0vb_1qt2Qg","Kelly E."
"We LOVED LOVED LOVED this restaurant in our neighborhood and are so happy it is like 4 blocks from us!  First time trying tonight.  I am a very picky eater and was nervous.  I eat gluten free and do not eat red meat, veal, tongue etc.  Host was very nice and we had a great waiter named Andres.  He let me try the wine so I was sure I'd like what I ordered (the Albarino for a glass of white and the Pinot for a glass of red).  Would love to see a few more and perhaps higher end wine choices in the future and that's my ONLY (slight) complaint.  We ordered the guac to start - delicious - with no tomatoes or onion but tasted great.  I got the pollo and al pastor tacos and I cannot even describe how good they were.  My husband got the steak taco and he just loved it.   Would love the fish with green mole but tonight it was tuna and I am not a tuna eater.  Would be happy for just about any other fish with this preparation though.  Bottom line is this is a great and VERY reasonably priced option.  We will be back within the next week and I am sure very regularly going forward.  GO TO MI TOCAYA NOW!","3/30/2017","5.0 star rating","https://www.yelp.com/user_details?userid=M14UJVtGNqGjFxhO8zluSw","Karin B."
