"real_review","real_review_date","real_review_rating","real_user_id","real_user_name "
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"This place either doesn't exist anymore or changed places and didn't update the address on yelp.","9/1/2014","1.0 star rating","L87bbTeG-XYlqR5BX-NbDQ","Bernardo C."
"I've tried twice, and still can't get inside Three Dots and a Dash. The first time, the line was simply too long and wasn't worth waiting in the cold. But the second time, my friend couldn't get past the bouncer. She is over 21, and had a legal (but out of state) ID. When we asked what the problem was, the bouncer rudely replied ""I don't have to explain myself or give a reason. I'm not accepting that ID.""Give me a freaking break. She uses that same driver's license to get through security at the airport. Apparently, what's good enough for TSA is not good enough for Lettuce Entertain You. I guess the owners want to to seem exclusive and trendy? It's LEYE, not Alinea. Wow.","6/5/2014","1.0 star rating","EPgWKxRttqZM1cMsmq0fyA","David S."
"The drinks are amazing, but the food is mediocre at best. You can tell its just tiny frozen food that they heat up in a microwave in the back and then charge $15 dollars for 3 crab rangoon.","3/30/2017","2.0 star rating","XCapWHKfosTrde7zcqj3NA","Daniel S."
"It was just ok. Service was fine. Drinks were ok too, if you like that artificial sugary taste. Overall, just wasn't impressed.","8/2/2016","2.0 star rating","ls5kvd9gJkxbZQrOpkt9yA","Katie J."
"The bar was too small for the crowd, we had nowhere to sit and standing room is very limited, so definitely, if you're planning on going on the weekend, make reservations. The drinks were ok, but pricey.. Staff was friendly.","6/16/2016","2.0 star rating","-F8IhOlb2py-NG9lLo8S6Q","Kayla P."
"Not a good place to go if you looking for a place that offers a real dining. The place is lack of space, limited seats and limited menus, tables are few and super crowded. Maybe a good place for people who wants to have a quick drink, they have great variety of drinks to choose with. The staffs are rude and service is quite slow, 25-30 minutes waiting time. The bouncers are rude and aggressive too. I won't waste my time again here.","6/3/2016","2.0 star rating","k6ALY6MXaYtuTk5Ht_N8IQ","Paul P."
"Fun drinks but food is sub par. It's a fun location - having to walk through an alley way and down to the basement. Atmosphere can be hit or miss depending on the night. Wouldn't plan on spending my entire night here but I would do an after dinner drink. Drinks are expensive.","9/7/2015","2.0 star rating","ofYTfLLuRxMh3BPwLJdNPQ","Joe A."
"OVERRATED!  This place is awful.  They have godawful music and an awkward set up.  There is almost always a line and the bouncers are such jerks.  The drinks are really cool looking and so is the ambiance.  However, one drink will put you in a diabetic coma.  They are around 13-15 per drink but the price is reasonable for how strong they are.  This place is nothing more than a flash in the pan to be honest.","10/19/2014","2.0 star rating","nzIGV84dxOnLuMl9WoE0rQ","Marie L."
"Have to make reservation, or you will have to wait about two hours. It's really crowded at the bar, you can find a spot to stand at. It is underground which gives it a cool vibe.","12/14/2016","3.0 star rating","jLmH7HE1bR7hrqHC8MzK8A","Rihame J."
"The drinks are good but pretty expensive.  If you feel like you have to go, make a reservation or go on an off-night otherwise you'll be waiting in a line outside then waiting in line for a drink or waiting at a table for a drink.","9/25/2016","3.0 star rating","tHu-S5HAPV0w8GtK-5dSsw","Caroll D."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"The food is great but the drinks are overpriced and you get less than you are supposed to compared to most establishments. It's also very noisy in here and the room seems poorly set up for when it is busy.","9/22/2016","3.0 star rating","f0V_y3Yc82MMGgdUi04ctg","Maria H."
"Drinks are like diabetes in a glass...neat atmoshpere though.","7/29/2016","3.0 star rating","2jWLy5vA0ibpqot0CpmHpQ","Sara A."
"Three Dots and a Dash takes you back to your last vacation. Great place for celebrations and catching up with friends. The drinks are delicious... a bit pricey and full of ice... but par for the course in River North.","7/14/2016","3.0 star rating","FQmDc8ole5CIeweSOaUNCQ","Lexi T."
"The placed looked nice from what I could see in the dim light.. but the two drinks we had not only took forever to get to our table (on a Tuesday night) but also just didn't taste so great.. I would skip this one.","6/6/2016","3.0 star rating","WrPa5C2xsEF4pv6whdkBcw","Molly D."
"come here for a good time.  place gets better the later it gets.   tough to find a cab at the end of the night.   don't know about the food.  we ate dinner ahead of time.   great selection of vodka.","5/24/2016","3.0 star rating","JI7gZoa0B6E_Jbz15NY9fw","EricCartman C."
"The drinks has way too much ice in it and the prices are way too high. We went there after our Christmas party and spend over $10,000 dollars at this place. Although I won for the best party person. And woke up with just a small hangover. Great place less ice and more booze.","5/16/2016","3.0 star rating","dwxwyyCX4O3RmeToDe5Vlw","Diane L."
"Overpriced drinks in a basement.","5/5/2016","3.0 star rating","d8VxW48AMTcStr_POjmDmQ","Sarah J."
"Crazy prices, and crazy packed. Great atmosphere though.","4/22/2016","3.0 star rating","eSEVBBObrQ_Ow3jMXUa-lw","Evan S."
"Great drinks with cool presentations. However, the service on our night wasn't so great. To be fair, it was a Friday night and the place was PACKED.","4/10/2016","3.0 star rating","i8F2UBibqcXPUOEaygIVhg","Anne F."
"iI don't get it.  I don't understand the hype for the overrated drinks with such a long wait.","3/24/2016","3.0 star rating","NN-W-_ey1p0n5MkrGqGFVw","Ryan J."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"The bar had a nice set up but as nice as it was there was hardly any place to sit because most of the vacant booths were reserved so the bar was crowded with people standing around it. The drinks were okay at best but I will say that the presentation was done well, my first drink was the Three Dots and a Dash Signature.","3/16/2016","3.0 star rating","MqyE4kJwD9e1wJQG8-ZUwg","Val C."
"Amazing place if you can get in. Make reservations or expect to wait in a very long line.","12/30/2015","3.0 star rating","BsgNqdTIbNRrA2N0-vPgcg","Colleen M."
"it's a really fun place and cool ambience and neat concept, but it's not quite worth all the hype. the drinks are pricey considering they are mostly for show and very little alcohol. the drinks are very cute, but not very strong. and the place is always so crowded, it takes too long to get a weak drink anyway. but i will say they are tasty even though they arent strong, and it is a very cool place inside","11/4/2015","3.0 star rating","iDrP4q-INyjFdihcBaSq4g","K M."
"Like omg has this place jumped the shark. like TOTS.","10/8/2015","3.0 star rating","s0kJco8W1w9rH9mrbuvPJw","Darl B."
"Good drinks, awesome atmosphere.","9/30/2015","3.0 star rating","zhULk25arj_gPpLHyoBx4Q","Shane F."
"Good drinks but the line is pretty bad almost all the time, and it's over crowded inside.","9/28/2015","3.0 star rating","EDuxx8wXiehK7a_f7lOMXQ","Mike R."
"Cool theme","8/1/2015","3.0 star rating","nj7XAQpodatZh9qZa-Nu-g","Fidah O."
"I was really excited to go to this place, the decor (luau) themed is pretty cool. Our waitress kinda sucks, but our drinks were good but other then that, nothing special, besides the cool looking drinks.","7/26/2015","3.0 star rating","pDEzI_E7YGNdNJGesAdZjQ","Ann D."
"Three Dots and a Dash is great for what it is...a tiki bar. They have some food, but it's just appetizers. I would suggest coming here for a bachelorette party, or after work drinks. To me, it was more of a bar than a restaurant.","7/24/2015","3.0 star rating","vTrw3ifX0RYl_woRYLVAHA","Alex S."
"Fun to take visitors but expensive.","7/6/2015","3.0 star rating","frQU5Arr74m6IOkdl16j3Q","Sally P."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"$$$-$$$$  rating for food and drink prices. Ok. The food was delicious but the portion sizes were way smaller and way expensive. The drinks were overprized (min $11) and I left the place empty stomach. If I don't care how much I spent on my food, this would be my place.","6/1/2015","3.0 star rating","op9bMX360gES7DorbhPiDg","Renne K."
"it was ok.   i dont get the hype.  if you like a sweet drink you will be in heaven.  straight up bourbon drinkers beware.","1/14/2015","3.0 star rating","yEqwhPRg-0gBrHbHx9ODog","Anita R."
"Found 3Dots on Yelp...good reviews and the price is not too expensive. Everything was great except for the fact that when we got there punctually at our Monday 6:30 reservation, no one came by until I waved to a waitress walking by who had just taken an order from another table. That was at 7:10. Luckily for her, I wasn't that upset because the gals and I were too busy catching up for most of that time. I had the Painkiller drink and tuna & chips appetizer. Delicious. The chips were to salty for my liking but the tuna balanced it out. Oh and the hostess, a short gal, seemed to have no interest in being. She had an ""I hate my job"" attitude. I recommend this place for groups and for the drinks- it'll distract you from the mediocre service.","12/17/2014","3.0 star rating","K2dosxV-ofqWaQfHNZSUrA","Jasmine P."
"Fun! But crowded","7/15/2014","3.0 star rating","ngtH1DQdMxOgy2xhseJhGA","Christy B."
"What a great atmosphere at this restaurant. The drinks are a bit expensive, but you get what you pay for. Also, it seems like it is always packed. I felt like I had no place to move at some point. But overall this is a great place to go.","6/3/2014","3.0 star rating","KMLin6xBhK1gOjUflD1ULQ","J W."
"Great place to grab a fun drink IF you like rum :)  For any vodka drinkers...you won't find it in their special drinks.  However, it has a great vibe and still worth checking out!","2/6/2014","3.0 star rating","PitSKR1ADdp196RKp2IIOA","K H."
"Came here a couple times now with some friends the first time on a Saturday night when they first opened and this past Friday night as well. I wasn't a huge fan the first time and this second trip pretty much confirmed it. It's located in the alley behind Paris Club and there are blue lights and door guys that alert you to its' presence. The ambiance was very tiki bar-esque with the decor making you feel like you're no longer in Chicago. I'm not sure if I'm a fan of those kinds of bars in general, especially when the clientelle are mostly River North types. You can't really have a pretenteous tiki bar, that's kind of an oxymoron. But the Paris guys did this one so whatever. The drink menu is physically large but only a medium sized list of options. They have interesting vessels with which they serve the drinks but what's inside the glass isn't very pleasing. I have tried about 5 of their drinks now and convinced they don't have a clue of how to make them taste good. Literally every drink I bought or tried tasted like pure alcohol with a touch of flavor. I'm usually not one to complain about strong drinks but those are usually for my AND drinks (beam and coke, rum and coke, vodka and soda, etc.) not for my specialty drinks. Not to mention there are a thousand ingredients in each drink which increases mixing time considerably so there is usually a packed bar. The dance floor is very small and the music changed drastically between the two nights I visited. First time was Matt Roan and he was great as usual but second time was some dude and he played an eclectic mix of genres that had me confused. Nobody danced. Staff seemed nice, no complaints there. Overall I'd say TDaaD was ok, something different in Chicago but not sure if something like this is going to last once the novelty wears off. Oh, and they are a carbon copy of a London tiki bar that's been selling treasure chests for years.","9/23/2013","3.0 star rating","Z-Bnkz4SujaUAkDL4r_-qg","Sumeet M."
"Cool place - great drinks - a bit crowded:)","9/8/2013","3.0 star rating","5KEp7wwFoyJBg31xdGuL3g","Rich M."
"Went with people from work around 7pm on a Thursday.  There was no line and we had a table reserved.  I thought this bar had a great atmosphere and was generally a lot of fun.  The drinks were very tasty but be prepared to wait a long time to get your cocktail.  I got two drinks and had to wait 30 minutes each time, even when I went to the bar myself to get it.  Not a place to grab a quick drink at all!  That being said, I would probably go back.","8/18/2013","3.0 star rating","znhEifm3bx1QLUHOPJih3Q","Suzanne S."
"Great tikkit bar, packed, fun location. Skulls are pretty, great drinks, high prices.","4/27/2017","4.0 star rating","u9N4OaFz3-DR85Wyt_4EWQ","Donald G."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"I have only been here for drinks. It is a fun, creative atmosphere. If you want speciality cocktails it's a place to go. It is usually very crowded however, hard to hear one another and has a long wait.","4/27/2017","4.0 star rating","IOdEvh1fxPXA7kSB3CHCFg","Shannon L."
"Pros: Tasty tiki drinks, enjoyable atmosphere. Cons: A little on the expensive side. Also, it's hard to get a table there without waiting in the lobby for an hour or so. An establishment shouldn't be criticized for being enormously popular, but it sucks to have to wait every time you go. Next time I'm just going to make a Mai Thai in my basement, dim the lights and listen to Les Baxter Exotica. Come on by, I promise you won't have to wait!","4/23/2017","4.0 star rating","Xr5UCccU3w0G8j9oLNCr_A","Shawn S."
"I've been there several times and the service is always great. The drinks were delicious: the Banana Daiquiri and the Missionary. I recommend reserving a table if you know that you are arriving with a big party, otherwise enjoy the tiki vibes and wear comfy shoes....","4/21/2017","4.0 star rating","Nu-GZtMnqOCZFxanTbagZQ","Douglas W."
"Really good drinks but the food isn't that good. Great place to go after dinner for drinks.","4/1/2017","4.0 star rating","wP4PDCNsrW2SeHTmh3KDVw","Jamie B."
"Very strong and delicious drinks. I love the atmosphere. I am a vegetarian and their food for vegetarians is literally guacamole and chips, which is annoying. But great place for drinks.","3/23/2017","4.0 star rating","Goh9WnhCVcuwUQJa23t5mw","Karam T."
"oh my goodness! this place! Believe the hype because it is well worth the small crowded atmosphere. the drinks were AMAZING.  I ordered the 'Three Dots and a dash' and was tipsy the entire night LOL. Lastly, I recommend reserving a table if you know that you are arriving with a big party, otherwise enjoy the tiki vibes and wear comfy shoes.","3/16/2017","4.0 star rating","KuZJUc58Das5H2333bje7g","Mee Mee J."
"Love this place, but honestly the bartenders are kinda hit or miss. I don't always need a crazy amount of time spent on my drink. The vibe is super chill, and make me feel like im on vacation.","2/7/2017","4.0 star rating","Bi2HHorvIzjLJwZzsimqWQ","Rachel K."
"Awesome tiki bar with a huge selection of rums and interesting cocktails. However, it gets really hectic on weekends and you might end up waiting a good bit to sit or order another drink. I think it's worth it, but it's definitely not a place to go if you're not a rum drinker.","12/6/2016","4.0 star rating","KN3XLH-sMOsNBQjbRtaAHg","Elaine R."
"go for the atmosphere alone. instagram worthy drinks for sure","11/12/2016","4.0 star rating","B9obT8k4NWXE9TucbJdOqw","Jake R."
"I only liked the sliders and crab rangoon.i guess i will start going to lost lake smh.i'm pretty sure after trying all 3 that you can order anything off the menu; and it will be amazing.it was just an unfriendly environment and i was uncomfortable.reservations would be ideal - fastest and most comfortable as this place gets packed and there isn't a ton of room to do the standing room thing.the food was good and priced alike other places in the area.however; i was on vaca in chicago and was told to check it out and am so glad i did.so; tiki-styled with pricey pricey tropical drinks served in fun ceramic ware.the highlight of my experience was the fact pau gasol; a chicago bulls player i love; walked in.given the size of the drink selections; we would have loved to all have a menu to peruse! there were lots of open tables; so i was quite irritated with the lack of service.","11/9/2016","4.0 star rating","_gqbLdxzGQ1sBmFE7hcDRw","Chris H."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","5/26/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
"This review has been removed for violating our Terms of Service","12/31/2014","2.0 star rating","UB8SnyOEAsZXWywCkPdALw","Stephanie L."
"This review has been removed for violating our Terms of Service","11/17/2016","3.0 star rating","Mpu9_tiX9EauZyuNESs9QQ","Edi U."
"This review has been removed for violating our Terms of Service","9/26/2016","3.0 star rating","P7WpPvR7H5WpVMXWbbVXbQ","Joey Tribbiani F."
"This review has been removed for violating our Terms of Service","8/27/2013","3.0 star rating","RV2ArhKhCQwGR4qgOHOKig","EJ M."
"This review has been removed for violating our Terms of Service","5/24/2016","4.0 star rating","Irt-XGc_2z8S_uvjzkMkAw","Brittany L."
"This review has been removed for violating our Terms of Service","8/20/2015","4.0 star rating","fAfq3PU-nGRRpIv00CTL6A","Nick P."
"This review has been removed for violating our Terms of Service","1/5/2015","4.0 star rating","mqzGRNvkuxXNN-9tBOJI9Q","James R."
"Strong drinks in a fun, tropical setting. Order one of the strong cocktails, as they are more potent and a better bang for your buck. Didn't eat the food, so can't comment on it.","10/25/2016","4.0 star rating","TYXxLXYzwhJ4CWpyVqsn9Q","Richa R."
"Super cute interior. It gets really crowded on weekends but I'd go here on a Monday or Tuesday for the cute vibe. The drinks were pretty decent.","10/14/2016","4.0 star rating","CyZq8904e5LtfXL2aqOSyg","Molly B."
"Love Three Dots!  Their cocktails are so good, atmosphere is perfect.  The only downside for me is that it can be extremely crowded and take a long time to get to the bar.  We have only popped down to grab a drink a few times, haven't ever made a table reservation but I think it would be worth the effort to not have to squeeze into the bar area.","10/4/2016","4.0 star rating","JgdVgy3YYMfEFy4ntPgvIA","Megan R."
"Drinks were exotic in appearance the place was well decorated!","9/20/2016","4.0 star rating","VH5LQoCz9_-s3MJyg6VLxg","Elissa C."
"I came here for my 21st birthday and it was so fun!Definitely very loud and the drinks were overpriced (and not very strong). But the atmosphere was amazing!","9/18/2016","4.0 star rating","eIwqnocwcKNytMglqhVSsQ","Ania B."
"we used to go to lucky joes tiki room in milwaukee , but when they closed we had a hole in our heart to fill , not quite the same recipes we were used to but definitely one of our favorite places to go when we get a tiki craving","9/12/2016","4.0 star rating","lMceTa4mafxhkJHoAvP8rQ","Katie M."
"Take people here.  They will like it.  Wish the music was better though.","9/9/2016","4.0 star rating","vpJupY2gXPMSwVCSf_rpnQ","Dionne R."
"Great vibe transporting you from the hustle and bustle of Downtown Chicago to a Chic underground Tiki lounge.  Enjoyed a giant flaming skull that was packed with booze along with some nice appetizers- my favorite being the Papaya Salad.  A little on the pricy side but a nice place to impress a date before a night out in the city.","9/1/2016","4.0 star rating","uMpp5xjCFWhe6Lth8wg9Zg","Laron B."
"Crowded but a nice change from the usual River North places.","8/4/2016","4.0 star rating","taaEC3f8Fz-M50wxvXgNaw","Neesh S."
"This place is pretty cool. The interior is so unique and very trendy. While the drinks are pricey they are totally worth it. Service was great. Had a large group and they were super accommodating. Kudos","7/29/2016","4.0 star rating","OU06ep19MHaX0G4_QZGATQ","Matthew R."
"This review has been removed for violating our Terms of Service","8/21/2016","1.0 star rating","L6MnhCyiw0M6tmZVzpbv-Q","Ali B."
"This review has been removed for violating our Terms of Service","6/1/2016","1.0 star rating","oAumFaH9H6fNyyex1WUf2w","Sal S."
